"Parasite.species","Parasite.group","minLCL","maxLCL","midLCL","Host.no","Facultative","Stage","Def.int","Flex.cycle","Length","Width","Biovolume","Host.nofac","complete_size"
"Cyathocephalus truncatus","cestode",1,2,1.5,1,"no","1larv","int","yes",7.969,0.731233766,3.025962954845,"1st","complete"
"Cyathocephalus truncatus","cestode",1,2,1.5,2,"progenetic","adult","def","yes",16.2566666666667,1.035,16.8205751922783,"2nd","complete"
"Cyathostoma bronchialis","nematode",1,2,1.5,0,NA,"embryo",NA,"yes",0.291,NA,NA,"propagule","incomplete"
"Cyathostoma bronchialis","nematode",1,2,1.5,1,"paratenic","1larv","int","yes",0.326,NA,NA,"1st","incomplete"
"Cyathostoma bronchialis","nematode",1,2,1.5,2,"no","adult","def","yes",23.35,1.25,30.6796157577128,"2nd","incomplete"
"Cyathostoma lari","nematode",1,2,1.5,0,NA,"embryo",NA,"yes",0.334,0.023,0.000138768859898042,"propagule","incomplete"
"Cyathostoma lari","nematode",1,2,1.5,1,"paratenic","1larv","int","yes",NA,NA,NA,"1st","incomplete"
"Cyathostoma lari","nematode",1,2,1.5,2,"no","adult","def","yes",16.2475,0.873333333333333,9.57520160581347,"2nd","incomplete"
"Cyathostomum catinatum","nematode",1,1,1,0,NA,"free larva",NA,"no",0.7342,0.0309,0.000591519774196659,"propagule","complete"
"Cyathostomum catinatum","nematode",1,1,1,1,"no","adult","def","no",7.3725,0.175,0.176667953748474,"1st","complete"
"Cyclodontostomum purvisi","nematode",1,1,1,0,NA,"free larva",NA,"no",0.4255,NA,NA,"propagule","incomplete"
"Cyclodontostomum purvisi","nematode",1,1,1,1,"no","adult","def","no",9.26266666666667,0.392666666666667,1.13695984021172,"1st","incomplete"
"Cyclustera capito","cestode",3,3,3,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Cyclustera capito","cestode",3,3,3,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Cyclustera capito","cestode",3,3,3,2,"no","2larv","int","no",4.06,1.52,7.36721070185667,"2nd","incomplete"
"Cyclustera capito","cestode",3,3,3,3,"no","adult","def","no",28.5,1.15,32.625,"3rd","incomplete"
"Cyclustera ibisae","cestode",3,3,3,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Cyclustera ibisae","cestode",3,3,3,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Cyclustera ibisae","cestode",3,3,3,2,"no","2larv","int","no",1.122,1.002,0.884745131156222,"2nd","incomplete"
"Cyclustera ibisae","cestode",3,3,3,3,"no","adult","def","no",4.125,0.64,2.64,"3rd","incomplete"
"Cyclustera ralli","cestode",3,3,3,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Cyclustera ralli","cestode",3,3,3,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Cyclustera ralli","cestode",3,3,3,2,"no","2larv","int","no",0.6435,0.5605,0.158777758443758,"2nd","incomplete"
"Cyclustera ralli","cestode",3,3,3,3,"no","adult","def","no",3.2,0.366,1.1712,"3rd","incomplete"
"Cylicocyclus nassatus","nematode",1,1,1,0,NA,"free larva",NA,"no",0.79,0.05,0.00155116137270996,"propagule","complete"
"Cylicocyclus nassatus","nematode",1,1,1,1,"no","adult","def","no",9.275,0.267,0.517909809451576,"1st","complete"
"Cylicostephanus longibursatus","nematode",1,1,1,0,NA,"free larva",NA,"no",0.824,0.035,0.000792780906133384,"propagule","complete"
"Cylicostephanus longibursatus","nematode",1,1,1,1,"no","adult","def","no",6.375,0.199,0.19750120944626,"1st","complete"
"Cyrnea colini","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Cyrnea colini","nematode",2,2,2,1,"no","1larv","int","no",3.375,0.1,0.0255254403104171,"1st","incomplete"
"Cyrnea colini","nematode",2,2,2,2,"no","adult","def","no",15,0.365,1.674154725098,"2nd","incomplete"
"Cyrnea eurycerca","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Cyrnea eurycerca","nematode",2,2,2,1,"no","1larv","int","no",3.125,0.11,0.029697868053466,"1st","incomplete"
"Cyrnea eurycerca","nematode",2,2,2,2,"no","adult","def","no",13.4,0.24,0.606201718436686,"2nd","incomplete"
"Cyrnea mansioni","nematode",2,3,2.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Cyrnea mansioni","nematode",2,3,2.5,1,"no","1larv","int","yes",1.81625,0.05,0.00356619853567654,"1st","incomplete"
"Cyrnea mansioni","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",NA,NA,NA,"2nd","incomplete"
"Cyrnea mansioni","nematode",2,3,2.5,3,"no","adult","def","yes",14.4,0.3,1.01787601976309,"3rd","incomplete"
"Cystidicola cristivomeri","nematode",2,3,2.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Cystidicola cristivomeri","nematode",2,3,2.5,1,"no","1larv","int","yes",7.90616666666667,0.1188,0.140027867605294,"1st","incomplete"
"Cystidicola cristivomeri","nematode",2,3,2.5,2,"no","adult","def","yes",31.2225,0.4375,5.7486236822172,"2nd","incomplete"
"Cystidicola farionis","nematode",2,3,2.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Cystidicola farionis","nematode",2,3,2.5,1,"no","1larv","int","yes",3.75466666666667,0.0965,0.0671156683385723,"1st","incomplete"
"Cystidicola farionis","nematode",2,3,2.5,2,"no","adult","def","yes",28.2,0.126,0.224441662357762,"2nd","incomplete"
"Cystidicoloides tenuissima","nematode",2,3,2.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Cystidicoloides tenuissima","nematode",2,3,2.5,1,"no","1larv","int","yes",4.78875,0.066,0.0117689087351719,"1st","incomplete"
"Cystidicoloides tenuissima","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",9.065,NA,NA,"2nd","incomplete"
"Cystidicoloides tenuissima","nematode",2,3,2.5,3,"no","adult","def","yes",13.8,0.278,0.837642220908116,"3rd","incomplete"
"Cystocaulus ocreatus","nematode",2,2,2,0,NA,"free larva",NA,"no",0.405,0.0185,0.000108865021176225,"propagule","complete"
"Cystocaulus ocreatus","nematode",2,2,2,1,"no","1larv","int","no",0.7139,0.04225,0.00109499917416561,"1st","complete"
"Cystocaulus ocreatus","nematode",2,2,2,2,"no","adult","def","no",75,0.1095,0.706284024650719,"2nd","complete"
"Cystoopsis acipenseri","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Cystoopsis acipenseri","nematode",2,2,2,1,"no","1larv","int","no",0.38,NA,NA,"1st","incomplete"
"Cystoopsis acipenseri","nematode",2,2,2,2,"no","adult","def","no",6.875,4.75,11.8136973744366,"2nd","incomplete"
"Cystoopsis atractostei","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Cystoopsis atractostei","nematode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Cystoopsis atractostei","nematode",2,2,2,2,"no","adult","def","no",1.995,3.69,3.85449856650566,"2nd","incomplete"
"Davainea proglottina","cestode",2,2,2,0,NA,"embryo",NA,"no",0.02325,0.025,0.000392699081698724,"propagule","complete"
"Davainea proglottina","cestode",2,2,2,1,"no","1larv","int","no",0.1975,0.1525,0.0157734131148988,"1st","complete"
"Davainea proglottina","cestode",2,2,2,2,"no","adult","def","no",2.25,0.5,1.2,"2nd","complete"
"Davainea tetraoensis","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Davainea tetraoensis","cestode",2,2,2,1,"no","1larv","int","no",0.276166666666667,0.181166666666667,0.0281231447358541,"1st","incomplete"
"Davainea tetraoensis","cestode",2,2,2,2,"no","adult","def","no",2.65,0.35,0.9275,"2nd","incomplete"
"Dentitruncus truttae","acanthocephalan",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Dentitruncus truttae","acanthocephalan",2,2,2,1,"no","1larv","int","no",5.15,0.86,2.99153448049108,"1st","incomplete"
"Dentitruncus truttae","acanthocephalan",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Desportesius brevicaudatus","nematode",2,4,3,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Desportesius brevicaudatus","nematode",2,4,3,1,"no","1larv","int","yes",NA,NA,NA,"1st","incomplete"
"Desportesius brevicaudatus","nematode",2,4,3,2,"paratenic","2larv","int","yes",NA,NA,NA,"2nd","incomplete"
"Desportesius brevicaudatus","nematode",2,4,3,3,"paratenic","3larv","int","yes",NA,NA,NA,"3rd","incomplete"
"Desportesius brevicaudatus","nematode",2,4,3,4,"no","adult","def","yes",9.13333333333333,0.295,0.628500847811622,"4th","incomplete"
"Desportesius invaginatus","nematode",2,3,2.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Desportesius invaginatus","nematode",2,3,2.5,1,"no","1larv","int","yes",1.5,0.045,0.00238564692131975,"1st","incomplete"
"Desportesius invaginatus","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",1.3,NA,NA,"2nd","incomplete"
"Desportesius invaginatus","nematode",2,3,2.5,3,"no","adult","def","yes",12.15,0.325,1.00793582425759,"3rd","incomplete"
"Dicheilonema rheae","nematode",2,3,2.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Dicheilonema rheae","nematode",2,3,2.5,1,"no","1larv","int","yes",2.416,0.117,0.0259751781483344,"1st","incomplete"
"Dicheilonema rheae","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",NA,NA,NA,"2nd","incomplete"
"Dicheilonema rheae","nematode",2,3,2.5,3,"no","adult","def","yes",662.4,NA,NA,"3rd","incomplete"
"Dichelyne bullocki","nematode",1,1,1,0,NA,"free larva",NA,"no",NA,NA,NA,"propagule","incomplete"
"Dichelyne bullocki","nematode",1,1,1,1,"no","adult","def","no",2.67,0.156,0.0510329107108556,"1st","incomplete"
"Dichelyne cotylophora","nematode",2,2,2,0,NA,"free larva",NA,"no",0.3205,NA,NA,"propagule","all missing"
"Dichelyne cotylophora","nematode",2,2,2,1,"no","1larv","int","no",0.763666667,NA,NA,"1st","all missing"
"Dichelyne cotylophora","nematode",2,2,2,2,"no","adult","def","no",4.18,NA,NA,"2nd","all missing"
"Dichelyne minutus","nematode",2,2,2,0,NA,"free larva",NA,"no",0.3895,0.01275,4.94961849563889e-05,"propagule","complete"
"Dichelyne minutus","nematode",2,2,2,1,"no","1larv","int","no",0.8285,0.0533333333333333,0.00229085672610546,"1st","complete"
"Dichelyne minutus","nematode",2,2,2,2,"no","adult","def","no",4.05666666666667,0.521666666666667,0.913457661188637,"2nd","complete"
"Dichoanotaenia gallinagilis","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Dichoanotaenia gallinagilis","cestode",2,2,2,1,"no","1larv","int","no",0.335,0.249,0.0436759918665321,"1st","incomplete"
"Dichoanotaenia gallinagilis","cestode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Dicranotaenia coronula","cestode",2,3,2.5,0,NA,"embryo",NA,"yes",0.023875,0.019875,0.000251589211674983,"propagule","complete"
"Dicranotaenia coronula","cestode",2,3,2.5,1,"no","1larv","int","yes",0.203,0.165,0.0164148216150067,"1st","complete"
"Dicranotaenia coronula","cestode",2,3,2.5,2,"paratenic","2larv","int","yes",0.215,0.197,0.0221770261404659,"2nd","complete"
"Dicranotaenia coronula","cestode",2,3,2.5,3,"no","adult","def","yes",144.866666666667,2.47857142857143,374.928571428571,"3rd","complete"
"Dictyocaulus arnfieldi","nematode",1,1,1,0,NA,"free larva",NA,"no",0.4375,0.0155,8.27299155414702e-05,"propagule","complete"
"Dictyocaulus arnfieldi","nematode",1,1,1,1,"no","adult","def","no",50.5166666666667,0.4,6.44026493985908,"1st","complete"
"Dictyocaulus eckerti","nematode",1,1,1,0,NA,"free larva",NA,"no",0.3501215,0.018908,9.91743542482959e-05,"propagule","complete"
"Dictyocaulus eckerti","nematode",1,1,1,1,"no","adult","def","no",48.85,0.2963085,3.4322296356101,"1st","complete"
"Dictyocaulus filaria","nematode",1,1,1,0,NA,"free larva",NA,"no",0.54395,0.0243,0.000258273380181889,"propagule","complete"
"Dictyocaulus filaria","nematode",1,1,1,1,"no","adult","def","no",77.5,0.405,10.3059947001013,"1st","complete"
"Dictyocaulus viviparus","nematode",1,1,1,0,NA,"free larva",NA,"no",0.293,0.025,0.000125663706143592,"propagule","incomplete"
"Dictyocaulus viviparus","nematode",1,1,1,1,"no","adult","def","no",70,NA,NA,"1st","incomplete"
"Didelphostrongylus hayesi","nematode",2,2,2,0,NA,"free larva",NA,"no",0.24,0.0125,2.94524311274043e-05,"propagule","incomplete"
"Didelphostrongylus hayesi","nematode",2,2,2,1,"no","1larv","int","no",0.375,NA,NA,"1st","incomplete"
"Didelphostrongylus hayesi","nematode",2,2,2,2,"no","adult","def","no",17.4,0.47,5.25246310561645,"2nd","incomplete"
"Dilepis undula","cestode",2,2,2,0,NA,"embryo",NA,"no",0.0365,0.0315,0.000607112780306228,"propagule","complete"
"Dilepis undula","cestode",2,2,2,1,"no","1larv","int","no",1.01333333333333,0.58,0.313338960610542,"1st","complete"
"Dilepis undula","cestode",2,2,2,2,"no","adult","def","no",95,2.71733333333333,274.2,"2nd","complete"
"Dinobothrium sp.","cestode",3,3,3,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","all missing"
"Dinobothrium sp.","cestode",3,3,3,1,"no","1larv","int","no",NA,NA,NA,"1st","all missing"
"Dinobothrium sp.","cestode",3,3,3,2,"no","2larv","int","no",NA,NA,NA,"2nd","all missing"
"Dinobothrium sp.","cestode",3,3,3,3,"no","adult","def","no",NA,NA,NA,"3rd","all missing"
"Dioctophyma renale","nematode",2,3,2.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Dioctophyma renale","nematode",2,3,2.5,1,"no","1larv","int","yes",8.65,0.14,0.133156404622403,"1st","incomplete"
"Dioctophyma renale","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",8.97696666666667,0.1670625,0.194587200158423,"2nd","incomplete"
"Dioctophyma renale","nematode",2,3,2.5,3,"no","adult","def","yes",344.28125,4.75,6716.037869982,"3rd","incomplete"
"Dioecotaenia cancellata","cestode",2,2,2,0,NA,"embryo",NA,"no",0.035,0.035,0.000641408500107916,"propagule","incomplete"
"Dioecotaenia cancellata","cestode",2,2,2,1,"no","1larv","int","no",8,NA,NA,"1st","incomplete"
"Dioecotaenia cancellata","cestode",2,2,2,2,"no","adult","def","no",39.25,1.23,51.45,"2nd","incomplete"
"Diorchis asiatica","cestode",2,2,2,0,NA,"embryo",NA,"no",0.026,0.0135,0.000183783170235003,"propagule","complete"
"Diorchis asiatica","cestode",2,2,2,1,"no","1larv","int","no",0.185,0.157,0.0152079264372526,"1st","complete"
"Diorchis asiatica","cestode",2,2,2,2,"no","adult","def","no",23.75,0.67,15.9125,"2nd","complete"
"Diorchis brevis","cestode",2,2,2,0,NA,"embryo",NA,"no",0.049,0.024,0.000615752160103599,"propagule","incomplete"
"Diorchis brevis","cestode",2,2,2,1,"no","1larv","int","no",0.2025,NA,NA,"1st","incomplete"
"Diorchis brevis","cestode",2,2,2,2,"no","adult","def","no",46,2,92,"2nd","incomplete"
"Diorchis bulbodes","cestode",2,2,2,0,NA,"embryo",NA,"no",0.0425,0.01575,0.000367173641388307,"propagule","complete"
"Diorchis bulbodes","cestode",2,2,2,1,"no","1larv","int","no",0.325,0.285,0.0484983365897924,"1st","complete"
"Diorchis bulbodes","cestode",2,2,2,2,"no","adult","def","no",97.5,0.86,87.425,"2nd","complete"
"Diorchis danutae","cestode",2,2,2,0,NA,"embryo",NA,"no",0.033,0.0165,0.000285099533313274,"propagule","complete"
"Diorchis danutae","cestode",2,2,2,1,"no","1larv","int","no",0.21675,0.18425,0.0219251751294032,"1st","complete"
"Diorchis danutae","cestode",2,2,2,2,"no","adult","def","no",142.5,2.2,313.5,"2nd","complete"
"Diorchis inflata","cestode",2,3,2.5,0,NA,"embryo",NA,"yes",0.04,0.021,0.000439822971502571,"propagule","complete"
"Diorchis inflata","cestode",2,3,2.5,1,"no","1larv","int","yes",0.275,0.255,0.0369137136796801,"1st","complete"
"Diorchis inflata","cestode",2,3,2.5,2,"paratenic","2larv","int","yes",0.25,0.24,0.0314159265358979,"2nd","complete"
"Diorchis inflata","cestode",2,3,2.5,3,"no","adult","def","yes",119.833333333333,1.945,252.685833333333,"3rd","complete"
"Diorchis nyrocae","cestode",2,3,2.5,0,NA,"embryo",NA,"yes",0.0285,0.0143333333333333,0.000214675497995303,"propagule","complete"
"Diorchis nyrocae","cestode",2,3,2.5,1,"no","1larv","int","yes",0.26075,0.231333333333333,0.0292098303613771,"1st","complete"
"Diorchis nyrocae","cestode",2,3,2.5,2,"paratenic","2larv","int","yes",0.185,0.1525,0.014772030456567,"2nd","complete"
"Diorchis nyrocae","cestode",2,3,2.5,3,"no","adult","def","yes",97.3333333333333,0.75,84.0833333333333,"3rd","complete"
"Diorchis parvogenitalis","cestode",2,2,2,0,NA,"embryo",NA,"no",0.05,0.026,0.000680678408277788,"propagule","incomplete"
"Diorchis parvogenitalis","cestode",2,2,2,1,"no","1larv","int","no",0.24,0.18,0.0226194671058465,"1st","incomplete"
"Diorchis parvogenitalis","cestode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Diorchis ransomi","cestode",2,3,2.5,0,NA,"embryo",NA,"yes",0.043,0.025,0.000562868683768171,"propagule","complete"
"Diorchis ransomi","cestode",2,3,2.5,1,"no","1larv","int","yes",0.238,0.22,0.0274575197923748,"1st","complete"
"Diorchis ransomi","cestode",2,3,2.5,2,"paratenic","2larv","int","yes",0.205,0.19,0.0203941723095537,"2nd","complete"
"Diorchis ransomi","cestode",2,3,2.5,3,"no","adult","def","yes",162.25,1.95,313.8375,"3rd","complete"
"Diphyllobothrium dendriticum","cestode",3,4,3.5,0,NA,"free larva",NA,"yes",0.0355,0.031,0.000575958653158129,"propagule","complete"
"Diphyllobothrium dendriticum","cestode",3,4,3.5,1,"no","1larv","int","yes",0.2895,0.0935,0.00206465901162911,"1st","complete"
"Diphyllobothrium dendriticum","cestode",3,4,3.5,2,"no","2larv","int","yes",28.095,0.4,2.4,"2nd","complete"
"Diphyllobothrium dendriticum","cestode",3,4,3.5,3,"paratenic","3larv","int","yes",6,0.4,2.4,"3rd","complete"
"Diphyllobothrium dendriticum","cestode",3,4,3.5,4,"no","adult","def","yes",1027.75,13.3,22927.1,"4th","complete"
"Diphyllobothrium ditremum","cestode",3,4,3.5,0,NA,"free larva",NA,"yes",0.032,0.028,0.000469144502936076,"propagule","incomplete"
"Diphyllobothrium ditremum","cestode",3,4,3.5,1,"no","1larv","int","yes",NA,NA,NA,"1st","incomplete"
"Diphyllobothrium ditremum","cestode",3,4,3.5,2,"no","2larv","int","yes",NA,NA,NA,"2nd","incomplete"
"Diphyllobothrium ditremum","cestode",3,4,3.5,3,"paratenic","3larv","int","yes",NA,NA,NA,"3rd","incomplete"
"Diphyllobothrium ditremum","cestode",3,4,3.5,4,"no","adult","def","yes",500,5.5,2750,"4th","incomplete"
"Diphyllobothrium latum","cestode",3,4,3.5,0,NA,"free larva",NA,"yes",0.0344,0.03,0.000471238898038469,"propagule","incomplete"
"Diphyllobothrium latum","cestode",3,4,3.5,1,"no","1larv","int","yes",0.429333333333333,0.116666666666667,0.00556952017603911,"1st","incomplete"
"Diphyllobothrium latum","cestode",3,4,3.5,2,"no","2larv","int","yes",19.2333333333333,NA,NA,"2nd","incomplete"
"Diphyllobothrium latum","cestode",3,4,3.5,3,"paratenic","3larv","int","yes",NA,NA,NA,"3rd","incomplete"
"Diphyllobothrium latum","cestode",3,4,3.5,4,"no","adult","def","yes",4601.772,11.9723333333333,57312.2128733333,"4th","incomplete"
"Diphyllobothrium nihonkaiense","cestode",3,4,3.5,0,NA,"free larva",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Diphyllobothrium nihonkaiense","cestode",3,4,3.5,1,"no","1larv","int","yes",NA,NA,NA,"1st","incomplete"
"Diphyllobothrium nihonkaiense","cestode",3,4,3.5,2,"no","2larv","int","yes",21.5,1.3,27.95,"2nd","incomplete"
"Diphyllobothrium nihonkaiense","cestode",3,4,3.5,3,"paratenic","3larv","int","yes",NA,NA,NA,"3rd","incomplete"
"Diphyllobothrium nihonkaiense","cestode",3,4,3.5,4,"no","adult","def","yes",3590.8666666,9.90833333325,55301.5555540244,"4th","incomplete"
"Diplocotyle olrikii","cestode",1,2,1.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Diplocotyle olrikii","cestode",1,2,1.5,1,"no","1larv","int","yes",45.948,1.288,73.67456,"1st","incomplete"
"Diplocotyle olrikii","cestode",1,2,1.5,2,"progenetic","adult","def","yes",44.4,1.43366666666667,73.8395,"2nd","incomplete"
"Diplogonoporus balaenopterae","cestode",3,3,3,0,NA,"free larva",NA,"no",0.0485,0.0434,0.00110212306275686,"propagule","incomplete"
"Diplogonoporus balaenopterae","cestode",3,3,3,1,"no","1larv","int","no",0.1566,0.0837,0.000861653298891371,"1st","incomplete"
"Diplogonoporus balaenopterae","cestode",3,3,3,2,"no","2larv","int","no",NA,NA,NA,"2nd","incomplete"
"Diplogonoporus balaenopterae","cestode",3,3,3,3,"no","adult","def","no",2805,11.8778571428571,40264,"3rd","incomplete"
"Diploposthe laevis","cestode",2,3,2.5,0,NA,"embryo",NA,"yes",0.02525,0.02425,0.000386743145626293,"propagule","complete"
"Diploposthe laevis","cestode",2,3,2.5,1,"no","1larv","int","yes",0.19,0.165,0.0165719012476862,"1st","complete"
"Diploposthe laevis","cestode",2,3,2.5,2,"paratenic","2larv","int","yes",0.193,0.176,0.017785603209523,"2nd","complete"
"Diploposthe laevis","cestode",2,3,2.5,3,"no","adult","def","yes",314.8,4.806,1499.624,"3rd","complete"
"Diploposthe skrjabini","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Diploposthe skrjabini","cestode",2,2,2,1,"no","1larv","int","no",0.17,0.15,0.0133517687777566,"1st","incomplete"
"Diploposthe skrjabini","cestode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Diplopylidium acanthotetra","cestode",3,3,3,0,NA,"embryo",NA,"no",0.034,0.034,0.000605280184591633,"propagule","incomplete"
"Diplopylidium acanthotetra","cestode",3,3,3,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Diplopylidium acanthotetra","cestode",3,3,3,2,"no","2larv","int","no",2.1215,1.096,2.4056883393746,"2nd","incomplete"
"Diplopylidium acanthotetra","cestode",3,3,3,3,"no","adult","def","no",61.5,NA,NA,"3rd","incomplete"
"Diplopylidium nölleri","cestode",3,3,3,0,NA,"embryo",NA,"no",0.03,0.03,0.000471238898038469,"propagule","incomplete"
"Diplopylidium nölleri","cestode",3,3,3,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Diplopylidium nölleri","cestode",3,3,3,2,"no","2larv","int","no",2.8,1.15,2.90832939906075,"2nd","incomplete"
"Diplopylidium nölleri","cestode",3,3,3,3,"no","adult","def","no",64.5,0.75,48.375,"3rd","incomplete"
"Diplotriaena agelaius","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Diplotriaena agelaius","nematode",2,2,2,1,"no","1larv","int","no",0.71,0.049,0.00133887610312526,"1st","incomplete"
"Diplotriaena agelaius","nematode",2,2,2,2,"no","adult","def","no",92,0.76,41.7354300844097,"2nd","incomplete"
"Diplotriaena bargusinica","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Diplotriaena bargusinica","nematode",2,2,2,1,"no","1larv","int","no",0.652,0.051,0.00133191904619389,"1st","incomplete"
"Diplotriaena bargusinica","nematode",2,2,2,2,"no","adult","def","no",39,0.86,22.6543387843014,"2nd","incomplete"
"Diplotriaena sokolowi","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Diplotriaena sokolowi","nematode",2,2,2,1,"no","1larv","int","no",0.68,0.045,0.00108149327099829,"1st","incomplete"
"Diplotriaena sokolowi","nematode",2,2,2,2,"no","adult","def","no",46.5,0.65,15.4301286676471,"2nd","incomplete"
"Diplotriaena tricuspis","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Diplotriaena tricuspis","nematode",2,2,2,1,"no","1larv","int","no",0.641,0.035,0.000616714272853761,"1st","incomplete"
"Diplotriaena tricuspis","nematode",2,2,2,2,"no","adult","def","no",123.85,0.961,103.740611848083,"2nd","incomplete"
"Diplotriaena tridens","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Diplotriaena tridens","nematode",2,2,2,1,"no","1larv","int","no",0.65,0.077,0.00302680671200926,"1st","incomplete"
"Diplotriaena tridens","nematode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Dipylidium caninum","cestode",2,2,2,0,NA,"embryo",NA,"no",0.0275,NA,NA,"propagule","incomplete"
"Dipylidium caninum","cestode",2,2,2,1,"no","1larv","int","no",0.329033333333333,0.2708,0.0486087356462981,"1st","incomplete"
"Dipylidium caninum","cestode",2,2,2,2,"no","adult","def","no",306.25,NA,NA,"2nd","incomplete"
"Dispharynx nasuta","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Dispharynx nasuta","nematode",2,2,2,1,"no","1larv","int","no",3.03625,0.09075,0.0201997341496722,"1st","incomplete"
"Dispharynx nasuta","nematode",2,2,2,2,"no","adult","def","no",7.6525,0.43175,1.16665780500006,"2nd","incomplete"
"Dollfusentis chandleri","acanthocephalan",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Dollfusentis chandleri","acanthocephalan",2,2,2,1,"no","1larv","int","no",4.5,0.375,0.55405913436873,"1st","incomplete"
"Dollfusentis chandleri","acanthocephalan",2,2,2,2,"no","adult","def","no",9.549,0.413,1.27922776804642,"2nd","incomplete"
"Dracunculus doi","nematode",2,3,2.5,0,NA,"free larva",NA,"yes",0.37,0.015,6.53843971028376e-05,"propagule","incomplete"
"Dracunculus doi","nematode",2,3,2.5,1,"no","1larv","int","yes",0.6,0.018,0.000152681402964464,"1st","incomplete"
"Dracunculus doi","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",NA,NA,NA,"2nd","incomplete"
"Dracunculus doi","nematode",2,3,2.5,3,"no","adult","def","yes",348,0.9,221.388034298473,"3rd","incomplete"
"Dracunculus globocephalus","nematode",2,3,2.5,0,NA,"free larva",NA,"yes",0.6935,0.021,0.000240201069205414,"propagule","incomplete"
"Dracunculus globocephalus","nematode",2,3,2.5,1,"no","1larv","int","yes",NA,NA,NA,"1st","incomplete"
"Dracunculus globocephalus","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",NA,NA,NA,"2nd","incomplete"
"Dracunculus globocephalus","nematode",2,3,2.5,3,"no","adult","def","yes",94.1,0.62775,32.5732133509304,"3rd","incomplete"
"Dracunculus insignis","nematode",2,3,2.5,0,NA,"free larva",NA,"yes",0.625333333333333,0.0208333333333333,0.000212323099596233,"propagule","incomplete"
"Dracunculus insignis","nematode",2,3,2.5,1,"no","1larv","int","yes",0.59675,0.01425,0.000101990602857855,"1st","incomplete"
