Parasite.species,Parasite.group,minLCL,maxLCL,midLCL,Host.no,Facultative,Stage,Def.int,Flex.cycle,Length,Width,Biovolume,Host.nofac,trans_to_int,trans_to_def,trans_to_fac,trans_to_human,complete_size
Abbreviata turkomanica,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,all missing
Abbreviata turkomanica,nematode,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,all missing
Abbreviata turkomanica,nematode,2,2,2,2,no,adult,def,no,22.24,NA,NA,2nd,no,no,no,no,all missing
Acanthobothrium brevissime,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,all missing
Acanthobothrium brevissime,cestode,2,2,2,1,no,1larv,int,no,0.655,NA,NA,1st,no,yes,no,no,all missing
Acanthobothrium brevissime,cestode,2,2,2,2,no,adult,def,no,NA,NA,NA,2nd,no,no,no,no,all missing
Acanthobothrium olseni,cestode,3,3,3,0,NA,embryo,NA,no,0.015,0.012,9.42E-05,propagule,yes,no,no,no,incomplete
Acanthobothrium olseni,cestode,3,3,3,1,no,1larv,int,no,0.21,0.14,0.015393804,1st,yes,no,no,no,incomplete
Acanthobothrium olseni,cestode,3,3,3,2,no,2larv,int,no,NA,NA,NA,2nd,no,yes,no,no,incomplete
Acanthobothrium olseni,cestode,3,3,3,3,no,adult,def,no,4.38,0.183,0.80154,3rd,no,no,no,no,incomplete
Acanthocephalus anguillae,acanthocephalan,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Acanthocephalus anguillae,acanthocephalan,2,2,2,1,no,1larv,int,no,4.8033,0.5025,1.108602393,1st,no,yes,no,no,incomplete
Acanthocephalus anguillae,acanthocephalan,2,2,2,2,no,adult,def,no,16,NA,NA,2nd,no,no,no,no,incomplete
Acanthocephalus anthuris,acanthocephalan,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Acanthocephalus anthuris,acanthocephalan,2,2,2,1,no,1larv,int,no,2.4175,0.505,0.483698258,1st,no,yes,no,no,incomplete
Acanthocephalus anthuris,acanthocephalan,2,2,2,2,no,adult,def,no,8,0.85,4.539601384,2nd,no,no,no,no,incomplete
Acanthocephalus clavula,acanthocephalan,2,2,2,0,NA,embryo,NA,no,0.044,0.008,0.000184307,propagule,yes,no,no,no,complete
Acanthocephalus clavula,acanthocephalan,2,2,2,1,no,1larv,int,no,8.9,0.635,2.818560352,1st,no,yes,no,no,complete
Acanthocephalus clavula,acanthocephalan,2,2,2,2,no,adult,def,no,31,2.5,152.1708942,2nd,no,no,no,no,complete
Acanthocephalus dirus,acanthocephalan,2,2,2,0,NA,embryo,NA,no,0.055,0.015,0.000431969,propagule,yes,no,no,no,complete
Acanthocephalus dirus,acanthocephalan,2,2,2,1,no,1larv,int,no,5.888,0.69875,2.411702525,1st,no,yes,no,no,complete
Acanthocephalus dirus,acanthocephalan,2,2,2,2,no,adult,def,no,8.119889911,0.662911093,2.864346946,2nd,no,no,no,no,complete
Acanthocephalus galaxii,acanthocephalan,2,2,2,0,NA,embryo,NA,no,0.027,0.007,9.90E-05,propagule,yes,no,no,no,incomplete
Acanthocephalus galaxii,acanthocephalan,2,2,2,1,no,1larv,int,no,1.1,0.42,0.15239866,1st,no,yes,no,no,incomplete
Acanthocephalus galaxii,acanthocephalan,2,2,2,2,no,adult,def,no,NA,NA,NA,2nd,no,no,no,no,incomplete
Acanthocephalus lucii,acanthocephalan,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Acanthocephalus lucii,acanthocephalan,2,2,2,1,no,1larv,int,no,5.188558713,0.422438514,0.618248594,1st,no,yes,no,no,incomplete
Acanthocephalus lucii,acanthocephalan,2,2,2,2,no,adult,def,no,13.29666667,1.2,14.13716694,2nd,no,no,no,no,incomplete
Acanthocephalus ranae,acanthocephalan,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Acanthocephalus ranae,acanthocephalan,2,2,2,1,no,1larv,int,no,3.5365,0.62,1.067694297,1st,no,yes,no,no,incomplete
Acanthocephalus ranae,acanthocephalan,2,2,2,2,no,adult,def,no,23.07145299,1.121538462,14.62986137,2nd,no,no,no,no,incomplete
Acanthocephalus rhinensis,acanthocephalan,2,2,2,0,NA,embryo,NA,no,0.047,0.009,0.000221482,propagule,yes,no,no,no,complete
Acanthocephalus rhinensis,acanthocephalan,2,2,2,1,no,1larv,int,no,2.75,0.7,1.118406985,1st,no,yes,no,no,complete
Acanthocephalus rhinensis,acanthocephalan,2,2,2,2,no,adult,def,no,9.915,1.03,9.544632862,2nd,no,no,no,no,complete
Acanthocephalus sp.,acanthocephalan,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Acanthocephalus sp.,acanthocephalan,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,incomplete
Acanthocephalus sp.,acanthocephalan,2,2,2,2,no,adult,def,no,7.6,0.9,4.834911094,2nd,no,no,no,no,incomplete
Acanthocephalus tumescens,acanthocephalan,2,3,2.5,0,NA,embryo,NA,yes,0.056,0.015,0.000439823,propagule,yes,no,no,no,incomplete
Acanthocephalus tumescens,acanthocephalan,2,3,2.5,1,no,1larv,int,yes,NA,NA,NA,1st,no,yes,no,no,incomplete
Acanthocephalus tumescens,acanthocephalan,2,3,2.5,2,no,adult,def,yes,4.148333333,0.775,1.844463408,2nd,no,no,no,no,incomplete
Acanthocirrus retrirostris,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Acanthocirrus retrirostris,cestode,2,2,2,1,no,1larv,int,no,0.47,0.4,0.09843657,1st,no,yes,no,no,incomplete
Acanthocirrus retrirostris,cestode,2,2,2,2,no,adult,def,no,20,0.7,14,2nd,no,no,no,no,incomplete
Acanthogyrus (Acanthosentis) lizae,acanthocephalan,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Acanthogyrus (Acanthosentis) lizae,acanthocephalan,2,2,2,1,no,1larv,int,no,0.59,0.091,0.00383729,1st,no,yes,no,no,incomplete
Acanthogyrus (Acanthosentis) lizae,acanthocephalan,2,2,2,2,no,adult,def,no,42.65,1.12,42.01892741,2nd,no,no,no,no,incomplete
Acanthosentis dattai,acanthocephalan,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Acanthosentis dattai,acanthocephalan,2,2,2,1,no,1larv,int,no,0.53,0.070666667,0.002078715,1st,no,yes,no,no,incomplete
Acanthosentis dattai,acanthocephalan,2,2,2,2,no,adult,def,no,5.565,0.67,1.962025536,2nd,no,no,no,no,incomplete
Acuaria anthuris,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Acuaria anthuris,nematode,2,2,2,1,no,1larv,int,no,0.68,0.043,0.000987497,1st,no,no,no,no,incomplete
Acuaria depressa,nematode,2,2,2,0,NA,embryo,NA,no,0.26,NA,NA,propagule,yes,no,no,no,incomplete
Acuaria depressa,nematode,2,2,2,1,no,1larv,int,no,1.15,NA,NA,1st,no,yes,no,no,incomplete
Acuaria depressa,nematode,2,2,2,2,no,adult,def,no,19.1,0.462,3.201895839,2nd,no,no,no,no,incomplete
Acuaria gruveli,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Acuaria gruveli,nematode,2,2,2,1,no,1larv,int,no,0.575,0.037,0.000618246,1st,no,yes,no,no,incomplete
Acuaria gruveli,nematode,2,2,2,2,no,adult,def,no,29,0.22,1.102384862,2nd,no,no,no,no,incomplete
Acuaria hamulosa,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Acuaria hamulosa,nematode,2,2,2,1,no,1larv,int,no,0.6985,0.0478,0.001253726,1st,no,yes,no,no,incomplete
Acuaria hamulosa,nematode,2,2,2,2,no,adult,def,no,16.48916667,0.480625,3.587968914,2nd,no,no,no,no,incomplete
Acuaria subula,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Acuaria subula,nematode,2,2,2,1,no,1larv,int,no,0.7,0.0155,0.000132084,1st,no,yes,no,no,incomplete
Acuaria subula,nematode,2,2,2,2,no,adult,def,no,15.19285714,0.2465,0.713256752,2nd,no,no,no,no,incomplete
Aelurostrongylus abstrusus,nematode,2,3,2.5,0,NA,free larva,NA,yes,0.3847,0.018666667,0.000105274,propagule,yes,no,no,no,incomplete
Aelurostrongylus abstrusus,nematode,2,3,2.5,1,no,1larv,int,yes,0.547575,0.027095556,0.000306179,1st,yes,no,yes,no,incomplete
Aelurostrongylus abstrusus,nematode,2,3,2.5,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,no,yes,no,no,incomplete
Aelurostrongylus abstrusus,nematode,2,3,2.5,3,no,adult,def,yes,9.75,0.09,0.062156411,3rd,no,no,no,no,incomplete
Aelurostrongylus falciformis,nematode,2,2,2,0,NA,free larva,NA,no,0.284,0.01525,5.33E-05,propagule,yes,no,no,no,incomplete
Aelurostrongylus falciformis,nematode,2,2,2,1,no,1larv,int,no,0.3987,0.0303,0.000287489,1st,no,yes,no,no,incomplete
Aelurostrongylus falciformis,nematode,2,2,2,2,no,adult,def,no,NA,0.105,NA,2nd,no,no,no,no,incomplete
Aelurostrongylus pridhami,nematode,2,3,2.5,0,NA,free larva,NA,yes,0.261,0.012,2.95E-05,propagule,yes,no,no,no,incomplete
Aelurostrongylus pridhami,nematode,2,3,2.5,1,no,1larv,int,yes,0.373,0.02,0.000117181,1st,yes,no,yes,no,incomplete
Aelurostrongylus pridhami,nematode,2,3,2.5,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,no,yes,no,no,incomplete
Aelurostrongylus pridhami,nematode,2,3,2.5,3,no,adult,def,yes,NA,0.16325,NA,3rd,no,no,no,no,incomplete
Allodapa suctoria,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Allodapa suctoria,nematode,2,2,2,1,no,1larv,int,no,0.631277778,0.102944444,0.005060465,1st,no,yes,no,no,incomplete
Allodapa suctoria,nematode,2,2,2,2,no,adult,def,no,11.8218,0.39375,1.526205808,2nd,no,no,no,no,incomplete
Amidostomum acutum,nematode,1,1,1,0,NA,free larva,NA,no,0.577,0.013166667,7.82E-05,propagule,no,yes,no,no,complete
Amidostomum acutum,nematode,1,1,1,1,no,adult,def,no,13.13438333,0.133533333,0.195885106,1st,no,no,no,no,complete
Amidostomum anseris,nematode,1,1,1,0,NA,free larva,NA,no,0.665,0.0155,0.00012548,propagule,no,yes,no,no,complete
Amidostomum anseris,nematode,1,1,1,1,no,adult,def,no,18.275,0.35,1.73180295,1st,no,no,no,no,complete
Amidostomum fulicae,nematode,1,1,1,0,NA,free larva,NA,no,0.6435,0.01675,0.000141819,propagule,no,yes,no,no,complete
Amidostomum fulicae,nematode,1,1,1,1,no,adult,def,no,9.116666667,0.175,0.216475369,1st,no,no,no,no,complete
Amirthalingamia macracantha,cestode,3,3,3,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Amirthalingamia macracantha,cestode,3,3,3,1,no,1larv,int,no,NA,NA,NA,1st,yes,no,no,no,incomplete
Amirthalingamia macracantha,cestode,3,3,3,2,no,2larv,int,no,3.4,1.55,6.415524898,2nd,no,yes,no,no,incomplete
Amirthalingamia macracantha,cestode,3,3,3,3,no,adult,def,no,46,1.85,85.1,3rd,no,no,no,no,incomplete
Amoebotaenia cuneata,cestode,2,2,2,0,NA,embryo,NA,no,0.019,0.019,0.000189019,propagule,yes,no,no,no,complete
Amoebotaenia cuneata,cestode,2,2,2,1,no,1larv,int,no,0.29,0.16,0.019268435,1st,no,yes,no,no,complete
Amoebotaenia cuneata,cestode,2,2,2,2,no,adult,def,no,2.75,0.9,2.433333333,2nd,no,no,no,no,complete
Amphilina foliacea,cestode,2,2,2,0,NA,embryo,NA,no,0.1325,0.1225,0.008498663,propagule,yes,no,no,no,complete
Amphilina foliacea,cestode,2,2,2,1,no,1larv,int,no,2.41525,0.8265,2.33940825,1st,no,yes,no,no,complete
Amphilina foliacea,cestode,2,2,2,2,no,adult,def,no,38.41666667,16.58333333,733.4375,2nd,no,no,no,no,complete
Amplicaecum robertsi,nematode,2,3,2.5,0,NA,embryo,NA,yes,NA,NA,NA,propagule,yes,no,yes,no,incomplete
Amplicaecum robertsi,nematode,2,3,2.5,1,paratenic,1larv,int,yes,0.451615385,NA,NA,1st,yes,no,no,no,incomplete
Amplicaecum robertsi,nematode,2,3,2.5,2,no,2larv,int,yes,49.22727273,NA,NA,2nd,no,yes,no,no,incomplete
Amplicaecum robertsi,nematode,2,3,2.5,3,no,adult,def,yes,129.5,0.925,100.1289392,3rd,no,no,no,no,incomplete
Ancyracanthopsis winegardi,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Ancyracanthopsis winegardi,nematode,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,incomplete
Ancyracanthopsis winegardi,nematode,2,2,2,2,no,adult,def,no,10.4,0.115,0.108023663,2nd,no,no,no,no,incomplete
Andersonstrongylus captivensis,nematode,1,1,1,0,NA,free larva,NA,no,NA,NA,NA,propagule,no,yes,no,no,incomplete
Andersonstrongylus captivensis,nematode,1,1,1,1,no,adult,def,no,15.65,0.1525,0.285853761,1st,no,no,no,no,incomplete
Angiostrongylus andersoni,nematode,2,2,2,0,NA,free larva,NA,no,0.3,0.015,5.30E-05,propagule,yes,no,no,no,incomplete
Angiostrongylus andersoni,nematode,2,2,2,1,no,1larv,int,no,0.56,0.03,0.000395841,1st,no,yes,no,no,incomplete
Angiostrongylus andersoni,nematode,2,2,2,2,no,adult,def,no,NA,NA,NA,2nd,no,no,no,no,incomplete
Angiostrongylus cantonensis,nematode,2,3,2.5,0,NA,free larva,NA,yes,0.25835,0.013975,4.06E-05,propagule,yes,no,no,no,complete
Angiostrongylus cantonensis,nematode,2,3,2.5,1,no,1larv,int,yes,0.467316667,0.025633333,0.000241189,1st,yes,no,yes,no,complete
Angiostrongylus cantonensis,nematode,2,3,2.5,2,paratenic,2larv,int,yes,0.463,0.027,0.000265093,2nd,no,yes,no,yes,complete
Angiostrongylus cantonensis,nematode,2,3,2.5,3,no,adult,def,yes,26.75333333,0.446666667,4.2517184,3rd,no,no,no,no,complete
Angiostrongylus costaricensis,nematode,2,2,2,0,NA,free larva,NA,no,0.268,0.0145,4.43E-05,propagule,yes,no,no,no,complete
Angiostrongylus costaricensis,nematode,2,2,2,1,no,1larv,int,no,0.471,0.028,0.000290019,1st,no,yes,no,yes,complete
Angiostrongylus costaricensis,nematode,2,2,2,2,no,adult,def,no,29.85,0.25,1.73311162,2nd,no,no,no,no,complete
Angiostrongylus dujardini,nematode,2,2,2,0,NA,free larva,NA,no,0.341,0.0145,5.63E-05,propagule,yes,no,no,no,complete
Angiostrongylus dujardini,nematode,2,2,2,1,no,1larv,int,no,0.495,0.0305,0.000361655,1st,no,yes,no,no,complete
Angiostrongylus dujardini,nematode,2,2,2,2,no,adult,def,no,17.05,0.295,1.167931248,2nd,no,no,no,no,complete
Angiostrongylus mackerrasae,nematode,2,2,2,0,NA,free larva,NA,no,0.2775,0.01475,4.77E-05,propagule,yes,no,no,no,complete
Angiostrongylus mackerrasae,nematode,2,2,2,1,no,1larv,int,no,0.506,0.025,0.000248382,1st,no,yes,no,no,complete
Angiostrongylus mackerrasae,nematode,2,2,2,2,no,adult,def,no,25.75,0.39,3.076070812,2nd,no,no,no,no,complete
Angiostrongylus malaysiensis,nematode,2,2,2,0,NA,free larva,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Angiostrongylus malaysiensis,nematode,2,2,2,1,no,1larv,int,no,0.35,0.03,0.0002474,1st,no,yes,no,no,incomplete
Angiostrongylus malaysiensis,nematode,2,2,2,2,no,adult,def,no,24.5,0.37,2.63426471,2nd,no,no,no,no,incomplete
Angiostrongylus schmidti,nematode,2,2,2,0,NA,free larva,NA,no,0.282,0.016,5.67E-05,propagule,yes,no,no,no,complete
Angiostrongylus schmidti,nematode,2,2,2,1,no,1larv,int,no,0.529,0.023,0.000219787,1st,no,yes,no,no,complete
Angiostrongylus schmidti,nematode,2,2,2,2,no,adult,def,no,23.1,0.355,2.286433462,2nd,no,no,no,no,complete
Angiostrongylus siamensis,nematode,2,2,2,0,NA,free larva,NA,no,NA,NA,NA,propagule,yes,no,no,no,all missing
Angiostrongylus siamensis,nematode,2,2,2,1,no,1larv,int,no,0.514,NA,NA,1st,no,yes,no,no,all missing
Angiostrongylus siamensis,nematode,2,2,2,2,no,adult,def,no,12.65,NA,NA,2nd,no,no,no,no,all missing
Angiostrongylus vasorum,nematode,2,3,2.5,0,NA,free larva,NA,yes,0.35,0.015,6.19E-05,propagule,yes,no,no,no,incomplete
Angiostrongylus vasorum,nematode,2,3,2.5,1,no,1larv,int,yes,0.54449,0.02948,0.000374773,1st,yes,no,yes,no,incomplete
Angiostrongylus vasorum,nematode,2,3,2.5,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,no,yes,no,no,incomplete
Angiostrongylus vasorum,nematode,2,3,2.5,3,no,adult,def,yes,16.435,0.26,0.789491659,3rd,no,no,no,no,incomplete
Anguillicola crassus,nematode,2,3,2.5,0,NA,free larva,NA,yes,0.251,0.01942,7.62E-05,propagule,yes,no,no,no,complete
Anguillicola crassus,nematode,2,3,2.5,1,no,1larv,int,yes,0.762,0.0349,0.000766,1st,yes,no,yes,no,complete
Anguillicola crassus,nematode,2,3,2.5,2,paratenic,2larv,int,yes,0.958125,0.040666667,0.001312641,2nd,no,yes,no,no,complete
Anguillicola crassus,nematode,2,3,2.5,3,no,adult,def,yes,24.44357143,2.28475,124.9043029,3rd,no,no,no,no,complete
Anguillicola globiceps,nematode,2,3,2.5,0,NA,free larva,NA,yes,0.312,0.0225,0.000136777,propagule,yes,no,no,no,incomplete
Anguillicola globiceps,nematode,2,3,2.5,1,no,1larv,int,yes,0.89,0.039,0.001063186,1st,yes,no,yes,no,incomplete
Anguillicola globiceps,nematode,2,3,2.5,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,no,yes,no,no,incomplete
Anguillicola globiceps,nematode,2,3,2.5,3,no,adult,def,yes,48.78,1.645,109.0866825,3rd,no,no,no,no,incomplete
Anguillicola novaezelandiae,nematode,2,3,2.5,0,NA,free larva,NA,yes,0.2115,0.015,3.74E-05,propagule,yes,no,no,no,incomplete
Anguillicola novaezelandiae,nematode,2,3,2.5,1,no,1larv,int,yes,0.813,0.039,0.000971202,1st,yes,no,yes,no,incomplete
Anguillicola novaezelandiae,nematode,2,3,2.5,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,no,yes,no,no,incomplete
Anguillicola novaezelandiae,nematode,2,3,2.5,3,no,adult,def,yes,14.67116667,1.240666667,23.00204692,3rd,no,no,no,no,incomplete
Anguillicola papernai,nematode,2,3,2.5,0,NA,free larva,NA,yes,0.1845,0.018,4.69E-05,propagule,yes,no,no,no,incomplete
Anguillicola papernai,nematode,2,3,2.5,1,no,1larv,int,yes,0.7665,0.036,0.000780202,1st,yes,no,yes,no,incomplete
Anguillicola papernai,nematode,2,3,2.5,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,no,yes,no,no,incomplete
Anguillicola papernai,nematode,2,3,2.5,3,no,adult,def,yes,22.235,2.41,101.4287563,3rd,no,no,no,no,incomplete
Anisakis berlandi,nematode,2,4,3,0,NA,free larva,NA,yes,NA,NA,NA,propagule,yes,no,no,no,all missing
Anisakis berlandi,nematode,2,4,3,1,no,1larv,int,yes,NA,NA,NA,1st,yes,no,yes,no,all missing
Anisakis berlandi,nematode,2,4,3,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,yes,no,yes,no,all missing
Anisakis berlandi,nematode,2,4,3,3,paratenic,3larv,int,yes,NA,NA,NA,3rd,no,yes,no,no,all missing
Anisakis berlandi,nematode,2,4,3,4,no,adult,def,yes,48.25,NA,NA,4th,no,no,no,no,all missing
Anisakis brevispiculata,nematode,2,4,3,0,NA,free larva,NA,yes,NA,NA,NA,propagule,yes,no,no,no,incomplete
Anisakis brevispiculata,nematode,2,4,3,1,no,1larv,int,yes,NA,NA,NA,1st,yes,no,yes,no,incomplete
Anisakis brevispiculata,nematode,2,4,3,2,paratenic,2larv,int,yes,30.535,0.85,17.35131939,2nd,yes,no,yes,no,incomplete
Anisakis brevispiculata,nematode,2,4,3,3,paratenic,3larv,int,yes,NA,NA,NA,3rd,no,yes,no,no,incomplete
Anisakis brevispiculata,nematode,2,4,3,4,no,adult,def,yes,33.6,1.1,31.93114773,4th,no,no,no,no,incomplete
Anisakis nascettii,nematode,2,4,3,0,NA,free larva,NA,yes,NA,NA,NA,propagule,yes,no,no,no,incomplete
Anisakis nascettii,nematode,2,4,3,1,no,1larv,int,yes,NA,NA,NA,1st,yes,no,yes,no,incomplete
Anisakis nascettii,nematode,2,4,3,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,yes,no,yes,no,incomplete
Anisakis nascettii,nematode,2,4,3,3,paratenic,3larv,int,yes,NA,NA,NA,3rd,no,yes,no,no,incomplete
Anisakis nascettii,nematode,2,4,3,4,no,adult,def,yes,109.75,3,844.6957247,4th,no,no,no,no,incomplete
Anisakis paggiae,nematode,2,4,3,0,NA,free larva,NA,yes,NA,NA,NA,propagule,yes,no,no,no,incomplete
Anisakis paggiae,nematode,2,4,3,1,no,1larv,int,yes,NA,NA,NA,1st,yes,no,yes,no,incomplete
Anisakis paggiae,nematode,2,4,3,2,paratenic,2larv,int,yes,19.16,0.52,4.090416467,2nd,yes,no,yes,no,incomplete
Anisakis paggiae,nematode,2,4,3,3,paratenic,3larv,int,yes,NA,NA,NA,3rd,no,yes,no,no,incomplete
Anisakis paggiae,nematode,2,4,3,4,no,adult,def,yes,39.5,NA,NA,4th,no,no,no,no,incomplete
Anisakis pegreffii,nematode,2,4,3,0,NA,free larva,NA,yes,NA,NA,NA,propagule,yes,no,no,no,incomplete
Anisakis pegreffii,nematode,2,4,3,1,no,1larv,int,yes,19.03,NA,NA,1st,yes,no,yes,no,incomplete
Anisakis pegreffii,nematode,2,4,3,2,paratenic,2larv,int,yes,21.19666667,0.433333333,3.106630393,2nd,yes,no,yes,no,incomplete
Anisakis pegreffii,nematode,2,4,3,3,paratenic,3larv,int,yes,NA,NA,NA,3rd,no,yes,no,no,incomplete
Anisakis pegreffii,nematode,2,4,3,4,no,adult,def,yes,NA,NA,NA,4th,no,no,no,no,incomplete
Anisakis physeteris,nematode,2,4,3,0,NA,free larva,NA,yes,NA,NA,NA,propagule,yes,no,no,no,incomplete
Anisakis physeteris,nematode,2,4,3,1,no,1larv,int,yes,NA,NA,NA,1st,yes,no,yes,no,incomplete
Anisakis physeteris,nematode,2,4,3,2,paratenic,2larv,int,yes,27.1125,0.649625,9.138566584,2nd,yes,no,yes,no,incomplete
Anisakis physeteris,nematode,2,4,3,3,paratenic,3larv,int,yes,NA,NA,NA,3rd,no,yes,no,no,incomplete
Anisakis physeteris,nematode,2,4,3,4,no,adult,def,yes,96,4.25,1361.880415,4th,no,no,no,no,incomplete
Anisakis simplex,nematode,2,4,3,0,NA,free larva,NA,yes,0.25,NA,NA,propagule,yes,no,no,no,incomplete
Anisakis simplex,nematode,2,4,3,1,no,1larv,int,yes,21.189375,0.411666667,2.945691542,1st,yes,no,yes,no,incomplete
Anisakis simplex,nematode,2,4,3,2,paratenic,2larv,int,yes,24.36636364,0.558428571,6.309682874,2nd,yes,no,yes,no,incomplete
Anisakis simplex,nematode,2,4,3,3,paratenic,3larv,int,yes,NA,NA,NA,3rd,no,yes,no,no,incomplete
Anisakis simplex,nematode,2,4,3,4,no,adult,def,yes,139.5,2.475,671.1421201,4th,no,no,no,no,incomplete
Anisakis typica,nematode,2,4,3,0,NA,free larva,NA,yes,NA,NA,NA,propagule,yes,no,no,no,incomplete
Anisakis typica,nematode,2,4,3,1,no,1larv,int,yes,NA,NA,NA,1st,yes,no,yes,no,incomplete
Anisakis typica,nematode,2,4,3,2,paratenic,2larv,int,yes,19.31,0.45,3.071122803,2nd,yes,no,yes,no,incomplete
Anisakis typica,nematode,2,4,3,3,paratenic,3larv,int,yes,NA,NA,NA,3rd,no,yes,no,no,incomplete
Anisakis typica,nematode,2,4,3,4,no,adult,def,yes,63.5,1.75,152.7353991,4th,no,no,no,no,incomplete
Anisakis ziphidarum,nematode,2,4,3,0,NA,free larva,NA,yes,NA,NA,NA,propagule,yes,no,no,no,incomplete
Anisakis ziphidarum,nematode,2,4,3,1,no,1larv,int,yes,NA,NA,NA,1st,yes,no,yes,no,incomplete
Anisakis ziphidarum,nematode,2,4,3,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,yes,no,yes,no,incomplete
Anisakis ziphidarum,nematode,2,4,3,3,paratenic,3larv,int,yes,NA,NA,NA,3rd,no,yes,no,no,incomplete
Anisakis ziphidarum,nematode,2,4,3,4,no,adult,def,yes,200,2.59,1053.705884,4th,no,no,no,no,incomplete
Anomotaenia brevis,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Anomotaenia brevis,cestode,2,2,2,1,no,1larv,int,no,0.24,0.14,0.017592919,1st,no,yes,no,no,incomplete
Anomotaenia brevis,cestode,2,2,2,2,no,adult,def,no,2.4,0.35,0.84,2nd,no,no,no,no,incomplete
Anomotaenia clavigera,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Anomotaenia clavigera,cestode,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,incomplete
Anomotaenia clavigera,cestode,2,2,2,2,no,adult,def,no,90,1,90,2nd,no,no,no,no,incomplete
Anomotaenia constricta,cestode,2,2,2,0,NA,embryo,NA,no,0.042,0.0385,0.000846659,propagule,yes,no,no,no,complete
Anomotaenia constricta,cestode,2,2,2,1,no,1larv,int,no,0.825,0.825,0.356374417,1st,no,yes,no,no,complete
Anomotaenia constricta,cestode,2,2,2,2,no,adult,def,no,91.66666667,2.283333333,217.6666667,2nd,no,no,no,no,complete
Anomotaenia pyriformis,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Anomotaenia pyriformis,cestode,2,2,2,1,no,1larv,int,no,0.65,0.5,0.170169602,1st,no,yes,no,no,incomplete
Anomotaenia pyriformis,cestode,2,2,2,2,no,adult,def,no,NA,NA,NA,2nd,no,no,no,no,incomplete
Anomotaenia tringae,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Anomotaenia tringae,cestode,2,2,2,1,no,1larv,int,no,0.131,0.093,0.006379004,1st,no,yes,no,no,incomplete
Anomotaenia tringae,cestode,2,2,2,2,no,adult,def,no,NA,NA,NA,2nd,no,no,no,no,incomplete
Anoplocephala magna,cestode,2,2,2,0,NA,embryo,NA,no,0.0141,NA,NA,propagule,yes,no,no,no,incomplete
Anoplocephala magna,cestode,2,2,2,1,no,1larv,int,no,0.1398,0.1301,0.009523204,1st,no,yes,no,no,incomplete
Anoplocephala magna,cestode,2,2,2,2,no,adult,def,no,395,25,8750,2nd,no,no,no,no,incomplete
Anoplocephala manubriata,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,all missing
